timestamp,source,medium,device_category,country,sessions,conversions,revenue
2025-07-24,zalo,organic,desktop,Thailand,2,0,0
2025-07-08,email,paid,desktop,Malaysia,1,1,450000
2025-07-18,tiktok,paid,desktop,Indonesia,3,1,320000
2025-07-07,zalo,direct,tablet,Philippines,1,1,250000
2025-07-24,tiktok,referral,tablet,Thailand,2,1,0
2025-07-28,direct,direct,desktop,Philippines,1,0,0
2025-07-05,email,organic,tablet,Vietnam,1,1,250000
2025-06-29,tiktok,organic,desktop,Thailand,3,1,250000
2025-07-05,zalo,paid,desktop,Indonesia,3,0,0
2025-07-01,direct,organic,mobile,Malaysia,2,0,0
2025-07-20,instagram,referral,desktop,Malaysia,3,1,0
2025-07-20,email,direct,tablet,Indonesia,3,0,0
2025-07-09,zalo,direct,desktop,Vietnam,2,0,0
2025-07-15,email,paid,tablet,Philippines,3,1,250000
2025-07-12,facebook,referral,desktop,Malaysia,1,1,320000
2025-07-18,email,paid,desktop,Indonesia,2,0,0
2025-07-27,google,direct,mobile,Philippines,3,0,0
2025-07-21,google,direct,mobile,Philippines,3,0,0
2025-07-12,instagram,referral,mobile,Thailand,2,0,0
2025-07-20,email,organic,tablet,Philippines,3,1,190000
2025-07-17,tiktok,referral,mobile,Indonesia,1,1,450000
2025-07-08,google,organic,tablet,Philippines,3,1,450000
2025-07-08,tiktok,referral,tablet,Philippines,2,0,0
2025-07-25,zalo,direct,tablet,Malaysia,3,0,0
2025-07-20,google,direct,tablet,Malaysia,3,0,0
2025-07-25,google,paid,tablet,Malaysia,3,0,0
2025-06-30,zalo,referral,tablet,Philippines,2,0,0
2025-07-05,google,direct,desktop,Malaysia,3,0,0
2025-07-12,email,organic,desktop,Malaysia,3,0,0
2025-07-05,google,organic,tablet,Vietnam,3,0,0
2025-07-05,facebook,organic,mobile,Malaysia,3,0,0
2025-07-29,email,direct,tablet,Philippines,1,0,0
2025-07-19,tiktok,paid,mobile,Thailand,2,0,0
2025-07-18,instagram,direct,desktop,Malaysia,3,1,0
2025-07-23,zalo,paid,mobile,Vietnam,1,0,0
2025-07-01,direct,direct,mobile,Malaysia,3,1,320000
2025-07-13,zalo,paid,tablet,Malaysia,3,0,0
2025-07-12,email,paid,desktop,Vietnam,1,1,0
2025-07-19,direct,direct,desktop,Indonesia,3,0,0
2025-07-19,zalo,direct,mobile,Indonesia,2,0,0
2025-07-03,instagram,direct,tablet,Malaysia,1,0,0
2025-07-10,email,organic,mobile,Vietnam,2,0,0
2025-07-26,zalo,paid,mobile,Indonesia,3,1,450000
2025-07-01,instagram,paid,desktop,Vietnam,1,1,450000
2025-07-13,tiktok,paid,desktop,Philippines,1,0,0
2025-07-23,instagram,organic,tablet,Vietnam,3,0,0
